accountingYearMonthNumber,symbolCode,issueName,issuerServicesGroupExchangeCode,marketClassCode,currentShortPositionQuantity,previousShortPositionQuantity,stockSplitFlag,averageDailyVolumeQuantity,daysToCoverQuantity,revisionFlag,changePercent,changePreviousNumber,settlementDate,date
20210615,GME,GameStop Corp. Class A,A,NYSE,9670734,11971623,,11563428,1.0,R,-19.22,-2300889,2021-06-15,2021-06-15
20210615,GNUS,"Genius Brands International, I",R,SC,41592101,45844066,,16738174,2.48,R,-9.27,-4251965,2021-06-15,2021-06-15
20210615,KOSS,Koss Corporation Common Stock,R,SC,429729,551878,,5280120,1.0,R,-22.13,-122149,2021-06-15,2021-06-15
20210615,NAKD,Naked Brand Group Limited Ordi,R,SC,38877395,41890615,,166018159,1.0,R,-7.19,-3013220,2021-06-15,2021-06-15
20210615,NOK,Nokia Corporation,A,NYSE,37910354,33582660,,47233113,1.0,R,12.89,4327694,2021-06-15,2021-06-15
20210528,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,102303320,94577063,,194737611,1.0,,8.17,7726257,2021-05-28,2021-05-28
20210528,BB,BlackBerry Limited,A,NYSE,46967161,50227904,,11088540,4.24,,-6.49,-3260743,2021-05-28,2021-05-28
20210528,EXPR,"Express, Inc.",A,NYSE,6152960,4570609,,15711422,1.0,,34.62,1582351,2021-05-28,2021-05-28
20210528,GME,GameStop Corp. Class A,A,NYSE,11971702,11972632,,8235755,1.45,,-0.01,-930,2021-05-28,2021-05-28
20210528,GNUS,"Genius Brands International, I",R,SC,45825697,42472803,,10271482,4.46,,7.89,3352894,2021-05-28,2021-05-28
20210528,KOSS,Koss Corporation Common Stock,R,SC,551918,475695,,2726813,1.0,,16.02,76223,2021-05-28,2021-05-28
20210528,NAKD,Naked Brand Group Limited Ordi,R,SC,41875303,40106048,,47789148,1.0,,4.41,1769255,2021-05-28,2021-05-28
20210528,NOK,Nokia Corporation,A,NYSE,33425798,33280270,,32698096,1.02,,0.44,145528,2021-05-28,2021-05-28
20210514,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,94577063,87551755,,60170367,1.57,,8.02,7025308,2021-05-14,2021-05-14
20210514,BB,BlackBerry Limited,A,NYSE,50227904,48477549,,6552930,7.66,,3.61,1750355,2021-05-14,2021-05-14
20210514,EXPR,"Express, Inc.",A,NYSE,4570609,6269820,,4647212,1.0,,-27.1,-1699211,2021-05-14,2021-05-14
20210514,GME,GameStop Corp. Class A,A,NYSE,11972632,11817478,,3803141,3.15,,1.31,155154,2021-05-14,2021-05-14
20210514,GNUS,"Genius Brands International, I",R,SC,42472803,46525189,,8455601,5.02,,-8.71,-4052386,2021-05-14,2021-05-14
20210514,KOSS,Koss Corporation Common Stock,R,SC,475695,530159,,804712,1.0,,-10.27,-54464,2021-05-14,2021-05-14
20210514,NAKD,Naked Brand Group Limited Ordi,R,SC,40106048,38586791,,63551326,1.0,,3.94,1519257,2021-05-14,2021-05-14
20210514,NOK,Nokia Corporation,A,NYSE,33280270,30227472,,44285418,1.0,,10.1,3052798,2021-05-14,2021-05-14
20210430,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,87551755,93888195,,37214815,2.35,,-6.75,-6336440,2021-04-30,2021-04-30
20210430,BB,BlackBerry Limited,A,NYSE,48477549,44497674,,8943138,5.42,,8.94,3979875,2021-04-30,2021-04-30
20210430,EXPR,"Express, Inc.",A,NYSE,6269820,6562957,,2841473,2.21,,-4.47,-293137,2021-04-30,2021-04-30
20210430,GME,GameStop Corp. Class A,A,NYSE,11817478,11112124,,5600751,2.11,,6.35,705354,2021-04-30,2021-04-30
20210430,GNUS,"Genius Brands International, I",R,SC,46525189,46532947,,11719107,3.97,,-0.02,-7758,2021-04-30,2021-04-30
20210430,KOSS,Koss Corporation Common Stock,R,SC,530159,711425,,527093,1.01,,-25.48,-181266,2021-04-30,2021-04-30
20210430,NAKD,Naked Brand Group Limited Ordi,R,SC,38586791,41272814,,100111550,1.0,,-6.51,-2686023,2021-04-30,2021-04-30
20210430,NOK,Nokia Corporation,A,NYSE,30227472,28227293,,38761454,1.0,,7.09,2000179,2021-04-30,2021-04-30
20210415,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,93888195,73824070,,45557607,2.06,,27.18,20064125,2021-04-15,2021-04-15
20210415,BB,BlackBerry Limited,A,NYSE,44497674,40039305,,9828472,4.53,,11.13,4458369,2021-04-15,2021-04-15
20210415,EXPR,"Express, Inc.",A,NYSE,6562957,5401693,,4109381,1.6,,21.5,1161264,2021-04-15,2021-04-15
20210415,GME,GameStop Corp. Class A,A,NYSE,11112124,10696160,,9852978,1.13,,3.89,415964,2021-04-15,2021-04-15
20210415,GNUS,"Genius Brands International, I",R,SC,46532947,32729488,,17538608,2.65,,42.17,13803459,2021-04-15,2021-04-15
20210415,KOSS,Koss Corporation Common Stock,R,SC,711425,833553,,1192103,1.0,,-14.65,-122128,2021-04-15,2021-04-15
20210415,NAKD,Naked Brand Group Limited Ordi,R,SC,41272814,39659069,,66277328,1.0,,4.07,1613745,2021-04-15,2021-04-15
20210415,NOK,Nokia Corporation,A,NYSE,28227293,24247495,,23873844,1.18,,16.41,3979798,2021-04-15,2021-04-15
20210331,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,73824070,49306459,,85845893,1.0,,49.72,24517611,2021-03-31,2021-03-31
20210331,BB,BlackBerry Limited,A,NYSE,40039305,37656015,,11911163,3.36,,6.33,2383290,2021-03-31,2021-03-31
20210331,EXPR,"Express, Inc.",A,NYSE,5401693,6275596,,12721857,1.0,,-13.93,-873903,2021-03-31,2021-03-31
20210331,GME,GameStop Corp. Class A,A,NYSE,10696160,10187324,,21048359,1.0,,4.99,508836,2021-03-31,2021-03-31
20210331,GNUS,"Genius Brands International, I",R,SC,32729488,32066157,,48110299,1.0,,2.07,663331,2021-03-31,2021-03-31
20210331,KOSS,Koss Corporation Common Stock,R,SC,833553,669173,,3672025,1.0,,24.56,164380,2021-03-31,2021-03-31
20210331,NAKD,Naked Brand Group Limited Ordi,R,SC,39659069,34971703,,66535602,1.0,,13.4,4687366,2021-03-31,2021-03-31
20210331,NOK,Nokia Corporation,A,NYSE,24247495,30583408,,35133714,1.0,,-20.72,-6335913,2021-03-31,2021-03-31
20210315,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,49306459,55490440,,103335355,1.0,,-11.14,-6183981,2021-03-15,2021-03-15
20210315,BB,BlackBerry Limited,A,NYSE,37656015,43025495,,18366563,2.05,,-12.48,-5369480,2021-03-15,2021-03-15
20210315,EXPR,"Express, Inc.",A,NYSE,6275596,4562807,,30041512,1.0,,37.54,1712789,2021-03-15,2021-03-15
20210315,GME,GameStop Corp. Class A,A,NYSE,10187324,14200138,,35871397,1.0,,-28.26,-4012814,2021-03-15,2021-03-15
20210315,GNUS,"Genius Brands International, I",R,SC,32066157,26781352,,39268484,1.0,,19.73,5284805,2021-03-15,2021-03-15
20210315,KOSS,Koss Corporation Common Stock,R,SC,669173,598690,,10740153,1.0,,11.77,70483,2021-03-15,2021-03-15
20210315,NAKD,Naked Brand Group Limited Ordi,R,SC,34971703,41192286,,76175159,1.0,,-15.1,-6220583,2021-03-15,2021-03-15
20210315,NOK,Nokia Corporation,A,NYSE,30583408,41223801,,42016206,1.0,,-25.81,-10640393,2021-03-15,2021-03-15
20210226,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,55490440,48134561,,170187693,1.0,,15.28,7355879,2021-02-26,2021-02-26
20210226,BB,BlackBerry Limited,A,NYSE,43025495,32350653,,25117591,1.71,,33.0,10674842,2021-02-26,2021-02-26
20210226,EXPR,"Express, Inc.",A,NYSE,4562807,5930097,,17546109,1.0,,-23.06,-1367290,2021-02-26,2021-02-26
20210226,GME,GameStop Corp. Class A,A,NYSE,14200138,16468038,,35190707,1.0,,-13.77,-2267900,2021-02-26,2021-02-26
20210226,GNUS,"Genius Brands International, I",R,SC,26781352,27314591,,15484041,1.73,,-1.95,-533239,2021-02-26,2021-02-26
20210226,KOSS,Koss Corporation Common Stock,R,SC,598690,289028,,7091358,1.0,,107.14,309662,2021-02-26,2021-02-26
20210226,NAKD,Naked Brand Group Limited Ordi,R,SC,41192286,42907217,,103754041,1.0,,-4.0,-1714931,2021-02-26,2021-02-26
20210226,NOK,Nokia Corporation,A,NYSE,41223801,48267813,,54366562,1.0,,-14.59,-7044012,2021-02-26,2021-02-26
20210212,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,48134561,37716302,,191894754,1.0,,27.62,10418259,2021-02-12,2021-02-12
20210212,BB,BlackBerry Limited,A,NYSE,32350653,20406949,,39737411,1.0,,58.53,11943704,2021-02-12,2021-02-12
20210212,EXPR,"Express, Inc.",A,NYSE,5930097,8556228,,15128508,1.0,,-30.69,-2626131,2021-02-12,2021-02-12
20210212,GME,GameStop Corp. Class A,A,NYSE,16468038,21409004,,40407815,1.0,,-23.08,-4940966,2021-02-12,2021-02-12
20210212,GNUS,"Genius Brands International, I",R,SC,27314591,26870376,,31607453,1.0,,1.65,444215,2021-02-12,2021-02-12
20210212,KOSS,Koss Corporation Common Stock,R,SC,289028,756138,,3607642,1.0,,-61.78,-467110,2021-02-12,2021-02-12
20210212,NAKD,Naked Brand Group Limited Ordi,R,SC,42907217,42092028,,242884888,1.0,,1.94,815189,2021-02-12,2021-02-12
20210212,NOK,Nokia Corporation,A,NYSE,48267813,56837102,,102049744,1.0,,-15.08,-8569289,2021-02-12,2021-02-12
20210129,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,37716302,44671962,,390644584,1.0,,-15.57,-6955660,2021-01-29,2021-01-29
20210129,BB,BlackBerry Limited,A,NYSE,20406949,43485405,,177806832,1.0,,-53.07,-23078456,2021-01-29,2021-01-29
20210129,EXPR,"Express, Inc.",A,NYSE,8556228,7220623,,99808319,1.0,,18.5,1335605,2021-01-29,2021-01-29
20210129,GME,GameStop Corp. Class A,A,NYSE,21409004,61782730,,96789540,1.0,,-65.35,-40373726,2021-01-29,2021-01-29
20210129,GNUS,"Genius Brands International, I",R,SC,26870376,28430418,,58557202,1.0,,-5.49,-1560042,2021-01-29,2021-01-29
20210129,KOSS,Koss Corporation Common Stock,R,SC,756138,12755,,8973430,1.0,,5828.17,743383,2021-01-29,2021-01-29
20210129,NAKD,Naked Brand Group Limited Ordi,R,SC,42092028,31256254,,477737788,1.0,,34.67,10835774,2021-01-29,2021-01-29
20210129,NOK,Nokia Corporation,A,NYSE,56837102,59550824,,292299000,1.0,,-4.56,-2713722,2021-01-29,2021-01-29
20210115,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,44671962,38993059,,37005590,1.21,,14.56,5678903,2021-01-15,2021-01-15
20210115,BB,BlackBerry Limited,A,NYSE,43485405,39563672,,16611488,2.62,,9.91,3921733,2021-01-15,2021-01-15
20210115,EXPR,"Express, Inc.",A,NYSE,7220623,8023698,,7312589,1.0,,-10.01,-803075,2021-01-15,2021-01-15
20210115,GME,GameStop Corp. Class A,A,NYSE,61782730,71196206,,29385884,2.1,,-13.22,-9413476,2021-01-15,2021-01-15
20210115,GNUS,"Genius Brands International, I",R,SC,28430418,27941854,,11703225,2.43,,1.75,488564,2021-01-15,2021-01-15
20210115,KOSS,Koss Corporation Common Stock,R,SC,12755,590314,,67712,1.0,,-97.84,-577559,2021-01-15,2021-01-15
20210115,NAKD,Naked Brand Group Limited Ordi,R,SC,31256254,10547272,,293444574,1.0,,196.34,20708982,2021-01-15,2021-01-15
20210115,NOK,Nokia Corporation,A,NYSE,59550824,50518233,,34557798,1.72,,17.88,9032591,2021-01-15,2021-01-15
20201231,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,38993059,38083639,,20697894,1.88,,2.39,909420,2020-12-31,2020-12-31
20201231,BB,BlackBerry Limited,A,NYSE,39563672,34573554,,14162316,2.79,,14.43,4990118,2020-12-31,2020-12-31
20201231,EXPR,"Express, Inc.",A,NYSE,8023698,6972982,,2894054,2.77,,15.07,1050716,2020-12-31,2020-12-31
20201231,GME,GameStop Corp. Class A,A,NYSE,71196206,68127116,,11588797,6.14,,4.5,3069090,2020-12-31,2020-12-31
20201231,GNUS,"Genius Brands International, I",R,SC,27941854,29711118,,15843212,1.76,,-5.95,-1769264,2020-12-31,2020-12-31
20201231,KOSS,Koss Corporation Common Stock,R,SC,590314,722,,1558848,1.0,,81660.94,589592,2020-12-31,2020-12-31
20201231,NAKD,Naked Brand Group Limited Ordi,R,SC,10547272,10410902,,105235732,1.0,,1.31,136370,2020-12-31,2020-12-31
20201231,NOK,Nokia Corporation,A,NYSE,50518233,48242505,,18898510,2.67,,4.72,2275728,2020-12-31,2020-12-31
20201215,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,38083639,33513585,,27613378,1.38,,13.64,4570054,2020-12-15,2020-12-15
20201215,BB,BlackBerry Limited,A,NYSE,34573554,29602246,,65347475,1.0,,16.79,4971308,2020-12-15,2020-12-15
20201215,EXPR,"Express, Inc.",A,NYSE,6972982,7698098,,5152589,1.35,,-9.42,-725116,2020-12-15,2020-12-15
20201215,GME,GameStop Corp. Class A,A,NYSE,68127116,67982121,,9885845,6.89,,0.21,144995,2020-12-15,2020-12-15
20201215,GNUS,"Genius Brands International, I",R,SC,29711118,30487349,,27583021,1.08,,-2.55,-776231,2020-12-15,2020-12-15
20201215,KOSS,Koss Corporation Common Stock,R,SC,722,4235,,17195,1.0,,-82.95,-3513,2020-12-15,2020-12-15
20201215,NAKD,Naked Brand Group Limited Ordi,R,SC,10410902,8613617,,42408823,1.0,,20.87,1797285,2020-12-15,2020-12-15
20201215,NOK,Nokia Corporation,A,NYSE,48242505,51150264,,23166545,2.08,,-5.68,-2907759,2020-12-15,2020-12-15
20201130,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,33513585,29260504,,26002367,1.29,,14.54,4253081,2020-11-30,2020-11-30
20201130,BB,BlackBerry Limited,A,NYSE,29602246,29549884,,4245755,6.97,,0.18,52362,2020-11-30,2020-11-30
20201130,EXPR,"Express, Inc.",A,NYSE,7698098,8319431,,6930074,1.11,,-7.47,-621333,2020-11-30,2020-11-30
20201130,GME,GameStop Corp. Class A,A,NYSE,67982121,67454064,,7797115,8.72,,0.78,528057,2020-11-30,2020-11-30
20201130,GNUS,"Genius Brands International, I",R,SC,30487349,27575982,,29223412,1.04,,10.56,2911367,2020-11-30,2020-11-30
20201130,KOSS,Koss Corporation Common Stock,R,SC,4235,1578,,4769,1.0,,168.38,2657,2020-11-30,2020-11-30
20201130,NAKD,Naked Brand Group Limited Ordi,R,SC,8613617,1546540,,302841217,1.0,,456.96,7067077,2020-11-30,2020-11-30
20201130,NOK,Nokia Corporation,A,NYSE,51150264,53349590,,23628603,2.16,,-4.12,-2199326,2020-11-30,2020-11-30
20201113,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,29260504,23890070,,26487919,1.1,,22.48,5370434,2020-11-13,2020-11-13
20201113,BB,BlackBerry Limited,A,NYSE,29549884,31666634,,3105441,9.52,,-6.68,-2116750,2020-11-13,2020-11-13
20201113,EXPR,"Express, Inc.",A,NYSE,8319431,10110495,,7990089,1.04,,-17.71,-1791064,2020-11-13,2020-11-13
20201113,GME,GameStop Corp. Class A,A,NYSE,67454064,66806277,,4802213,14.05,,0.97,647787,2020-11-13,2020-11-13
20201113,GNUS,"Genius Brands International, I",R,SC,27575982,28699953,,17705081,1.56,,-3.92,-1123971,2020-11-13,2020-11-13
20201113,KOSS,Koss Corporation Common Stock,R,SC,1578,1049,,1587,1.0,,50.43,529,2020-11-13,2020-11-13
20201113,NAKD,Naked Brand Group Limited Ordi,R,SC,1546540,2762083,,18941866,1.0,,-44.01,-1215543,2020-11-13,2020-11-13
20201113,NOK,Nokia Corporation,A,NYSE,53349590,48905679,,37913682,1.41,,9.09,4443911,2020-11-13,2020-11-13
20201030,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,23890070,22321937,,12731999,1.88,,7.03,1568133,2020-10-30,2020-10-30
20201030,BB,BlackBerry Limited,A,NYSE,31666634,30454157,,3330731,9.51,,3.98,1212477,2020-10-30,2020-10-30
20201030,EXPR,"Express, Inc.",A,NYSE,10110495,9242863,,3181876,3.18,,9.39,867632,2020-10-30,2020-10-30
20201030,GME,GameStop Corp. Class A,A,NYSE,66806277,70337051,,8242526,8.11,,-5.02,-3530774,2020-10-30,2020-10-30
20201030,GNUS,"Genius Brands International, I",R,SC,28699953,29416090,,20484775,1.4,,-2.43,-716137,2020-10-30,2020-10-30
20201030,KOSS,Koss Corporation Common Stock,R,SC,1049,9940,,11112,1.0,,-89.45,-8891,2020-10-30,2020-10-30
20201030,NAKD,Naked Brand Group Limited Ordi,R,SC,2762083,1457345,,46321340,1.0,,89.53,1304738,2020-10-30,2020-10-30
20201030,NOK,Nokia Corporation,A,NYSE,48905679,44171986,,39761575,1.23,,10.72,4733693,2020-10-30,2020-10-30
20201015,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,22321937,21496546,,8150186,2.74,,3.84,825391,2020-10-15,2020-10-15
20201015,BB,BlackBerry Limited,A,NYSE,30454157,26812588,,3971903,7.67,,13.58,3641569,2020-10-15,2020-10-15
20201015,EXPR,"Express, Inc.",A,NYSE,9242863,11477272,,6671467,1.39,,-19.47,-2234409,2020-10-15,2020-10-15
20201015,GME,GameStop Corp. Class A,A,NYSE,70337051,68628509,,19796553,3.55,,2.49,1708542,2020-10-15,2020-10-15
20201015,GNUS,"Genius Brands International, I",R,SC,29416090,28144537,,31442824,1.0,,4.52,1271553,2020-10-15,2020-10-15
20201015,KOSS,Koss Corporation Common Stock,R,SC,9940,12140,,22075,1.0,,-18.12,-2200,2020-10-15,2020-10-15
20201015,NAKD,Naked Brand Group Limited Ordi,R,SC,1457345,636074,,77476323,1.0,,129.12,821271,2020-10-15,2020-10-15
20201015,NOK,Nokia Corporation,A,NYSE,44171986,40931004,,18657131,2.37,,7.92,3240982,2020-10-15,2020-10-15
20200930,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,21496546,21886971,,3138249,6.85,,-1.78,-390425,2020-09-30,2020-09-30
20200930,BB,BlackBerry Limited,A,NYSE,26812588,24892819,,5275025,5.08,,7.71,1919769,2020-09-30,2020-09-30
20200930,EXPR,"Express, Inc.",A,NYSE,11477272,14627301,,5438159,2.11,,-21.54,-3150029,2020-09-30,2020-09-30
20200930,GME,GameStop Corp. Class A,A,NYSE,68628509,66409745,,12207895,5.62,,3.34,2218764,2020-09-30,2020-09-30
20200930,GNUS,"Genius Brands International, I",R,SC,28144537,20722377,,35903502,1.0,,35.82,7422160,2020-09-30,2020-09-30
20200930,KOSS,Koss Corporation Common Stock,R,SC,12140,28944,,10271,1.18,,-58.06,-16804,2020-09-30,2020-09-30
20200930,NAKD,Naked Brand Group Limited Ordi,R,SC,636074,749133,,27125679,1.0,,-15.09,-113059,2020-09-30,2020-09-30
20200930,NOK,Nokia Corporation,A,NYSE,40931004,40850540,,22574959,1.81,,0.2,80464,2020-09-30,2020-09-30
20200915,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,21886971,17759866,,10034960,2.18,,23.24,4127105,2020-09-15,2020-09-15
20200915,BB,BlackBerry Limited,A,NYSE,24892819,24423676,,4107562,6.06,,1.92,469143,2020-09-15,2020-09-15
20200915,EXPR,"Express, Inc.",A,NYSE,14627301,14395222,,2188932,6.68,,1.61,232079,2020-09-15,2020-09-15
20200915,GME,GameStop Corp. Class A,A,NYSE,66409745,57860937,,10885180,6.1,,14.77,8548808,2020-09-15,2020-09-15
20200915,GNUS,"Genius Brands International, I",R,SC,20722377,21239237,,14024934,1.48,,-2.43,-516860,2020-09-15,2020-09-15
20200915,KOSS,Koss Corporation Common Stock,R,SC,28944,25857,,17115,1.69,,11.94,3087,2020-09-15,2020-09-15
20200915,NAKD,Naked Brand Group Limited Ordi,R,SC,749133,1214125,,12195456,1.0,,-38.3,-464992,2020-09-15,2020-09-15
20200915,NOK,Nokia Corporation,A,NYSE,40850540,38780589,,38788599,1.05,,5.34,2069951,2020-09-15,2020-09-15
20200831,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,17759866,16950844,,9151188,1.94,,4.77,809022,2020-08-31,2020-08-31
20200831,BB,BlackBerry Limited,A,NYSE,24423676,27744981,,2848779,8.57,,-11.97,-3321305,2020-08-31,2020-08-31
20200831,EXPR,"Express, Inc.",A,NYSE,14395222,14968557,,1899797,7.58,,-3.83,-573335,2020-08-31,2020-08-31
20200831,GME,GameStop Corp. Class A,A,NYSE,57860937,55688385,,3626133,15.96,,3.9,2172552,2020-08-31,2020-08-31
20200831,GNUS,"Genius Brands International, I",R,SC,21239237,22025454,,15599936,1.36,,-3.57,-786217,2020-08-31,2020-08-31
20200831,KOSS,Koss Corporation Common Stock,R,SC,25857,25421,,65060,1.0,,1.72,436,2020-08-31,2020-08-31
20200831,NAKD,Naked Brand Group Limited Ordi,R,SC,1214125,481964,,10027348,1.0,,151.91,732161,2020-08-31,2020-08-31
20200831,NOK,Nokia Corporation,A,NYSE,38780589,37547824,,16839443,2.3,,3.28,1232765,2020-08-31,2020-08-31
20200814,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,16950844,17601239,,7424764,2.28,,-3.7,-650395,2020-08-14,2020-08-14
20200814,BB,BlackBerry Limited,A,NYSE,27744981,26334563,,2822509,9.83,,5.36,1410418,2020-08-14,2020-08-14
20200814,EXPR,"Express, Inc.",A,NYSE,14968557,14608515,,1687432,8.87,,2.46,360042,2020-08-14,2020-08-14
20200814,GME,GameStop Corp. Class A,A,NYSE,55688385,54524532,,3593418,15.5,,2.13,1163853,2020-08-14,2020-08-14
20200814,GNUS,"Genius Brands International, I",R,SC,22025454,24375655,,22720041,1.0,,-9.64,-2350201,2020-08-14,2020-08-14
20200814,KOSS,Koss Corporation Common Stock,R,SC,25421,6566,,118385,1.0,,287.16,18855,2020-08-14,2020-08-14
20200814,NAKD,Naked Brand Group Limited Ordi,R,SC,481964,484042,,3708044,1.0,,-0.43,-2078,2020-08-14,2020-08-14
20200814,NOK,Nokia Corporation,A,NYSE,37547824,36797414,,29835283,1.26,,2.04,750410,2020-08-14,2020-08-14
20200731,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,17601239,16665023,,3043253,5.78,,5.62,936216,2020-07-31,2020-07-31
20200731,BB,BlackBerry Limited,A,NYSE,26334563,24777599,,2748465,9.58,,6.28,1556964,2020-07-31,2020-07-31
20200731,EXPR,"Express, Inc.",A,NYSE,14608515,14136408,,1943358,7.52,,3.34,472107,2020-07-31,2020-07-31
20200731,GME,GameStop Corp. Class A,A,NYSE,54524532,53499964,,2618558,20.82,,1.92,1024568,2020-07-31,2020-07-31
20200731,GNUS,"Genius Brands International, I",R,SC,24375655,18267448,,25318650,1.0,,33.44,6108207,2020-07-31,2020-07-31
20200731,KOSS,Koss Corporation Common Stock,R,SC,6566,18378,,78670,1.0,,-64.27,-11812,2020-07-31,2020-07-31
20200731,NAKD,Naked Brand Group Limited Ordi,R,SC,484042,543676,,6915388,1.0,,-10.97,-59634,2020-07-31,2020-07-31
20200731,NOK,Nokia Corporation,A,NYSE,36797414,35764680,,27166969,1.35,,2.89,1032734,2020-07-31,2020-07-31
20200715,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,16665023,17737420,,3785508,4.4,,-6.05,-1072397,2020-07-15,2020-07-15
20200715,BB,BlackBerry Limited,A,NYSE,24777599,26017542,,3254738,7.61,,-4.77,-1239943,2020-07-15,2020-07-15
20200715,EXPR,"Express, Inc.",A,NYSE,14136408,13611594,,1983048,7.13,,3.86,524814,2020-07-15,2020-07-15
20200715,GME,GameStop Corp. Class A,A,NYSE,53499964,54559609,,2072383,25.82,,-1.94,-1059645,2020-07-15,2020-07-15
20200715,GNUS,"Genius Brands International, I",R,SC,18267448,21460213,,81600617,1.0,,-14.88,-3192765,2020-07-15,2020-07-15
20200715,KOSS,Koss Corporation Common Stock,R,SC,18378,10096,,121158,1.0,,82.03,8282,2020-07-15,2020-07-15
20200715,NAKD,Naked Brand Group Limited Ordi,R,SC,543676,676710,,5524065,1.0,,-19.66,-133034,2020-07-15,2020-07-15
20200715,NOK,Nokia Corporation,A,NYSE,35764680,21703233,,36301572,1.0,,64.79,14061447,2020-07-15,2020-07-15
20200630,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,17737420,15896168,,6280921,2.82,,11.58,1841252,2020-06-30,2020-06-30
20200630,BB,BlackBerry Limited,A,NYSE,26017542,24249312,,5084496,5.12,,7.29,1768230,2020-06-30,2020-06-30
20200630,EXPR,"Express, Inc.",A,NYSE,13611594,12026974,,1689385,8.06,,13.18,1584620,2020-06-30,2020-06-30
20200630,GME,GameStop Corp. Class A,A,NYSE,54559609,59990702,,3204606,17.03,,-9.05,-5431093,2020-06-30,2020-06-30
20200630,GNUS,"Genius Brands International, I",R,SC,21460213,13858030,,46596975,1.0,,54.86,7602183,2020-06-30,2020-06-30
20200630,KOSS,Koss Corporation Common Stock,R,SC,10096,16978,,93297,1.0,,-40.53,-6882,2020-06-30,2020-06-30
20200630,NAKD,Naked Brand Group Limited Ordi,R,SC,676710,1533403,,6098906,1.0,,-55.87,-856693,2020-06-30,2020-06-30
20200630,NOK,Nokia Corporation,A,NYSE,21703233,24390141,,28027997,1.0,,-11.02,-2686908,2020-06-30,2020-06-30
20200615,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,15896168,20296533,,8344953,1.9,,-21.68,-4400365,2020-06-15,2020-06-15
20200615,BB,BlackBerry Limited,A,NYSE,24249312,27052185,,6895743,3.52,,-10.36,-2802873,2020-06-15,2020-06-15
20200615,EXPR,"Express, Inc.",A,NYSE,12026974,12683875,,2165516,5.55,,-5.18,-656901,2020-06-15,2020-06-15
20200615,GME,GameStop Corp. Class A,A,NYSE,59990702,56337561,,5203820,11.53,,6.48,3653141,2020-06-15,2020-06-15
20200615,GNUS,"Genius Brands International, I",R,SC,13858030,3615919,,135527526,1.0,,283.25,10242111,2020-06-15,2020-06-15
20200615,KOSS,Koss Corporation Common Stock,R,SC,16978,8380,,47904,1.0,,102.6,8598,2020-06-15,2020-06-15
20200615,NAKD,Naked Brand Group Limited Ordi,R,SC,1533403,317631,,24461048,1.0,,382.76,1215772,2020-06-15,2020-06-15
20200615,NOK,Nokia Corporation,A,NYSE,24390141,23026411,,34228124,1.0,,5.92,1363730,2020-06-15,2020-06-15
20200529,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,20296533,22635737,,4976428,4.08,,-10.33,-2339204,2020-05-29,2020-05-29
20200529,BB,BlackBerry Limited,A,NYSE,27052185,27475664,,3393495,7.97,,-1.54,-423479,2020-05-29,2020-05-29
20200529,EXPR,"Express, Inc.",A,NYSE,12683875,13907112,,1272180,9.97,,-8.8,-1223237,2020-05-29,2020-05-29
20200529,GME,GameStop Corp. Class A,A,NYSE,56337561,55593021,,2220521,25.37,,1.34,744540,2020-05-29,2020-05-29
20200529,GNUS,"Genius Brands International, I",R,SC,3615919,3072064,,26843687,1.0,,17.7,543855,2020-05-29,2020-05-29
20200529,KOSS,Koss Corporation Common Stock,R,SC,8380,10623,,9238,1.0,,-21.11,-2243,2020-05-29,2020-05-29
20200529,NAKD,Naked Brand Group Limited Ordi,R,SC,317631,310830,,2364920,1.0,,2.19,6801,2020-05-29,2020-05-29
20200529,NOK,Nokia Corporation,A,NYSE,23026411,21036111,,19266390,1.2,,9.46,1990300,2020-05-29,2020-05-29
