Ticker,Name,Sector,Price,Dividend Yield,5-Year Average Dividend Yield,Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
HRTX,"HERON THERAPEUTICS, INC. /DE/",Healthcare,$2.00,,0.0%,0.0%,$305.13,,0,174.0%,3.7,$1.04
HSHP,Himalaya Shipping Ltd.,N/A,$6.64,,1.8%,45.0%,$291.50,$13.85,1,65.5%,8.7,$4.22
HSII,HEIDRICK & STRUGGLES INTERNATIONAL INC,Industrials,$43.02,1.0%,1.4%,60.0%,$886.28,$110.76,2,91.9%,48.5,$29.77
HSTM,HEALTHSTREAM INC,Healthcare,$27.42,,0.2%,12.0%,$837.00,$43.79,0,63.7%,34.2,$25.81
HTB,"HomeTrust Bancshares, Inc.",N/A,$35.20,1.4%,1.1%,47.0%,$617.00,$11.37,0,72.3%,38.7,$27.26
HTBK,HERITAGE COMMERCE CORP,Financial Services,$9.21,6.0%,5.6%,52.0%,$567.29,$13.51,1,67.5%,11.0,$7.43
HTH,Hilltop Holdings Inc.,Financial Services,$29.38,2.5%,2.1%,70.0%,"$1,886.16",$14.77,0,82.8%,34.5,$26.36
HTLD,HEARTLAND EXPRESS INC,Industrials,$8.72,1.0%,0.9%,8.0%,$684.99,,,85.8%,13.6,$7.11
HTZ,"HERTZ GLOBAL HOLDINGS, INC",Industrials,$5.91,,0.0%,0.0%,"$1,818.75",,0,80.6%,9.4,$2.47
HUBG,"Hub Group, Inc.",Industrials,$32.75,2.0%,0.4%,50.0%,"$2,007.59",$19.34,0,101.1%,52.9,$30.75
HUMA,"Humacyte, Inc.",N/A,$2.36,,0.0%,0.0%,$366.08,,0,191.0%,9.8,$1.15
HURN,Huron Consulting Group Inc.,Industrials,$132.75,,0.0%,0.0%,"$2,293.13",$18.62,0,37.2%,155.0,$96.06
HUT,Hut 8 Corp.,N/A,$17.34,,0.0%,0.0%,"$1,774.87",,0,219.4%,32.0,$8.73
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Cyclical,$20.23,6.3%,5.1%,128.0%,$327.09,$15.25,1,99.2%,28.3,$16.75
HWC,HANCOCK WHITNEY CORP,Financial Services,$53.62,3.0%,2.2%,170.0%,"$4,591.33",$9.73,0,107.4%,61.0,$42.87
HWKN,HAWKINS INC,Basic Materials,$138.33,0.5%,0.4%,72.0%,"$2,875.39",$34.09,0,80.9%,140.6,$86.72
HY,"HYSTER-YALE, INC.",Industrials,$38.46,3.7%,3.1%,141.0%,$682.10,$6.86,0,118.8%,82.2,$33.83
HYLN,Hyliion Holdings Corp.,N/A,$1.43,,0.0%,0.0%,$252.34,,0,183.2%,4.1,$1.11
HZO,MARINEMAX INC,Consumer Cyclical,$25.46,,0.0%,0.0%,$545.85,$9.59,0,144.6%,38.2,$16.85
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Healthcare,$11.92,,0.0%,0.0%,$925.55,,0,131.4%,32.7,$11.60
IAS,INTEGRAL AD SCIENCE HOLDING CORP.,N/A,$8.21,,0.0%,0.0%,"$1,354.78",$28.80,0,154.5%,13.6,$6.26
IAUX,i-80 Gold Corp.,N/A,$0.72,,0.0%,0.0%,$171.89,,0,157.6%,1.3,$0.34
IBCP,INDEPENDENT BANK CORP /MI/,Financial Services,$30.39,3.4%,2.9%,100.0%,$629.29,$9.48,0,70.0%,39.7,$22.97
IBEX,IBEX Ltd,N/A,$28.21,,0.0%,0.0%,$377.90,$10.18,0,48.1%,32.1,$15.15
IBOC,INTERNATIONAL BANCSHARES CORP,Financial Services,$62.54,2.2%,2.0%,136.0%,"$3,885.11",$9.51,0,74.8%,76.1,$53.04
IBP,"Installed Building Products, Inc.",Industrials,$163.64,0.9%,1.1%,314.0%,"$4,518.99",$19.04,0,134.5%,276.1,$150.50
IBRX,"ImmunityBio, Inc.",N/A,$2.86,,0.0%,0.0%,"$2,506.64",,0,181.8%,7.6,$1.83
IBTA,"Ibotta, Inc.",NaN,$38.24,,0.0%,0.0%,"$1,087.56",$18.13,0,117.5%,79.8,$31.40
ICFI,"ICF International, Inc.",Industrials,$84.49,1.0%,0.7%,56.0%,"$1,552.43",$14.15,0,57.8%,178.9,$75.66
ICHR,"ICHOR HOLDINGS, LTD.",Technology,$17.42,,0.0%,0.0%,$595.73,,0,208.7%,42.7,$15.33
ICUI,ICU MEDICAL INC/DE,Healthcare,$128.61,,0.0%,0.0%,"$3,164.60",,0,102.8%,196.3,$111.97
IDCC,"InterDigital, Inc.",Communication Services,$224.67,1.0%,0.7%,190.0%,"$5,830.58",$14.85,0,91.1%,231.2,$113.20
IDT,IDT CORP,Communication Services,$66.05,,0.1%,22.0%,"$1,667.22",$17.36,0,68.8%,69.6,$33.69
IDYA,"IDEAYA Biosciences, Inc.",Healthcare,$21.89,,0.0%,0.0%,"$1,914.54",,0,78.9%,44.4,$13.45
IE,Ivanhoe Electric Inc.,N/A,$8.51,,0.0%,0.0%,"$1,129.67",,0,158.0%,12.1,$4.50
IESC,"IES Holdings, Inc.",Industrials,$274.98,,0.0%,0.0%,"$5,458.77",$21.64,0,151.7%,320.1,$126.07
IGMS,"IGM Biosciences, Inc.",Healthcare,$1.18,,0.0%,0.0%,$70.33,,0,203.5%,22.5,$0.92
IGT,International Game Technology PLC,Consumer Cyclical,$15.01,5.0%,4.1%,80.0%,"$3,029.90",$8.71,1,128.6%,23.1,$13.63
IHRT,"iHeartMedia, Inc.",Communication Services,$1.78,,0.0%,0.0%,$261.29,,,177.0%,2.8,$0.95
III,Information Services Group Inc.,Technology,$4.74,5.0%,2.7%,22.0%,$228.49,$29.65,1,90.8%,5.0,$2.78
IIIN,INSTEEL INDUSTRIES INC,Industrials,$34.89,3.0%,2.3%,112.0%,$676.69,$30.02,1,127.4%,37.6,$22.47
IIIV,"i3 Verticals, Inc.",Technology,$25.57,,0.0%,0.0%,$849.02,$7.56,0,90.2%,29.8,$19.15
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC,Real Estate,$57.85,13.1%,11.9%,760.0%,"$1,621.57",$10.73,1,119.6%,129.0,$45.44
ILPT,Industrial Logistics Properties Trust,Real Estate,$4.75,1.0%,16.8%,4.0%,$313.51,,,146.2%,5.4,$2.44
IMAX,IMAX CORP,Communication Services,$29.18,,0.0%,0.0%,"$1,569.27",$62.49,0,68.1%,29.7,$16.06
IMKTA,INGLES MARKETS INC,Consumer Defensive,$61.20,1.0%,1.1%,66.0%,"$1,161.51",$19.81,0,43.2%,81.4,$58.77
IMMR,IMMERSION CORP,Technology,$7.59,5.0%,1.5%,38.0%,$246.21,$3.95,0,78.1%,13.4,$6.43
IMNM,Immunome Inc.,N/A,$8.83,,0.0%,0.0%,$768.32,,0,162.5%,16.8,$5.15
IMVT,"Immunovant, Inc.",Healthcare,$15.90,,0.0%,0.0%,"$2,710.84",,0,76.0%,34.5,$12.72
IMXI,"International Money Express, Inc.",Technology,$9.82,,0.0%,0.0%,$294.67,$5.41,0,74.3%,22.4,$9.80
INBK,First Internet Bancorp,Financial Services,$23.06,1.0%,1.0%,24.0%,$202.29,$9.62,0,77.1%,43.1,$19.54
INBX,"Inhibrx Biosciences, Inc.",N/A,$15.28,,0.0%,0.0%,$220.18,$0.13,0,76.5%,17.8,$10.80
INDB,INDEPENDENT BANK CORP,Financial Services,$61.28,3.9%,3.4%,230.0%,"$5,204.22",$27.57,1,81.2%,75.8,$43.37
INDI,"indie Semiconductor, Inc.",N/A,$3.21,,0.0%,0.0%,$682.17,,0,228.6%,7.5,$1.53
INFU,"InfuSystem Holdings, Inc",Healthcare,$6.18,,0.0%,0.0%,$129.84,$40.31,0,102.9%,10.0,$4.61
INGN,Inogen Inc,Healthcare,$6.60,,0.0%,0.0%,$177.46,,0,113.8%,13.3,$5.70
INH,Indus Holding AG,N/A,$20.55,,NaN,0.0%,,,,,NaN,NaN
INMB,"Inmune Bio, Inc.",Healthcare,$7.22,,0.0%,0.0%,$162.87,,0,125.7%,10.5,$4.32
INMD,InMode Ltd.,Healthcare,$13.31,,0.0%,0.0%,$927.91,,0,135.8%,19.9,$13.16
INN,"Summit Hotel Properties, Inc.",Real Estate,$4.85,7.0%,3.5%,32.0%,$543.15,$24.06,2,140.8%,6.9,$3.51
INNV,InnovAge Holding Corp.,N/A,$3.81,,0.0%,0.0%,$511.70,,0,68.1%,6.7,$2.60
INO,"INOVIO PHARMACEUTICALS, INC.",Healthcare,$1.94,,0.0%,0.0%,$71.52,,0,184.5%,12.3,$1.42
INOD,INNODATA INC,Technology,$46.99,,0.0%,0.0%,"$1,470.76",$41.48,0,236.9%,71.0,$12.67
INR,Infinity Natural Resources Inc.,N/A,$19.48,,0.0%,0.0%,$296.22,,,130.4%,23.0,$13.64
INSE,"Inspired Entertainment, Inc.",Communication Services,$7.63,,0.0%,0.0%,$205.34,$2.89,0,136.9%,11.6,$6.51
INSM,INSMED Inc,Healthcare,$99.30,,0.0%,0.0%,"$18,115.54",,0,89.1%,102.0,$60.40
INSW,"International Seaways, Inc.",Industrials,$40.95,10.0%,4.7%,400.0%,"$2,020.89",$6.28,1,36.0%,55.0,$26.77
INTA,"Intapp, Inc.",N/A,$53.42,,0.0%,0.0%,"$4,323.82",,0,144.5%,77.7,$31.08
INVA,"Innoviva, Inc.",Healthcare,$21.45,,0.0%,0.0%,"$1,347.16",,0,40.6%,22.0,$15.70
INVX,"Innovex International, Inc.",N/A,$16.17,,0.0%,0.0%,"$1,116.08",$8.05,0,120.8%,19.4,$11.93
INZY,"Inozyme Pharma, Inc.",N/A,$3.99,,0.0%,0.0%,$257.28,,0,315.3%,6.2,$0.72
IONQ,"IonQ, Inc.",N/A,$39.83,,0.0%,0.0%,"$9,819.64",,0,245.1%,54.7,$6.22
IOSP,INNOSPEC INC.,Basic Materials,$82.78,2.0%,1.6%,163.0%,"$2,067.19",$76.56,0,97.7%,131.4,$79.57
IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",Healthcare,$2.08,,0.0%,0.0%,$681.23,,0,166.8%,12.5,$1.64
IPAR,INTERPARFUMS INC,Consumer Defensive,$132.77,2.4%,1.4%,310.0%,"$4,266.07",$25.96,,91.0%,146.4,$97.10
IPI,"Intrepid Potash, Inc.",Basic Materials,$37.81,,0.0%,750.0%,$503.11,,0,109.9%,39.0,$20.75
IPSC,"Century Therapeutics, Inc.",N/A,$0.58,,0.0%,0.0%,$50.52,,0,168.4%,3.3,$0.34
IRBT,IROBOT CORP,Technology,$3.13,,0.0%,0.0%,$96.12,,0,115.9%,13.5,$1.76
IRMD,IRADIMED CORP,Healthcare,$58.43,1.0%,1.1%,64.0%,$743.20,$37.56,0,76.4%,62.9,$41.59
IRON,"Disc Medicine, Inc.",N/A,$50.00,,0.0%,0.0%,"$1,734.83",,0,125.3%,68.7,$30.82
IRT,"INDEPENDENCE REALTY TRUST, INC.",Real Estate,$17.79,3.8%,3.0%,64.0%,"$4,156.70",$138.24,5,97.0%,21.9,$17.10
IRTC,"iRhythm Technologies, Inc.",Healthcare,$145.76,,0.0%,0.0%,"$4,646.08",,0,125.4%,150.0,$55.92
IRWD,IRONWOOD PHARMACEUTICALS INC,Healthcare,$0.70,,0.0%,0.0%,$113.08,,0,50.3%,7.1,$0.53
ISPR,Ispire Technology Inc.,N/A,$2.53,,0.0%,0.0%,,,0,82.5%,8.1,$2.36
ISTR,Investar Holding Corp,Financial Services,$18.26,2.3%,2.0%,41.0%,$179.77,$8.23,0,49.9%,24.5,$14.27
ITGR,Integer Holdings Corp,Healthcare,$118.94,,0.0%,326.0%,"$4,150.75",$53.98,0,89.3%,146.4,$104.93
ITIC,INVESTORS TITLE CO,Financial Services,$202.01,8.0%,2.4%,"1,584.0%",$380.99,$12.82,1,79.0%,275.5,$163.54
ITOS,"iTeos Therapeutics, Inc.",N/A,$10.01,,0.0%,0.0%,$382.74,,0,114.8%,18.1,$4.80
ITRI,"ITRON, INC.",Technology,$125.82,,0.0%,0.0%,"$5,730.42",$22.66,0,137.3%,126.1,$90.11
IVR,Invesco Mortgage Capital Inc.,Real Estate,$7.65,20.0%,31.8%,154.0%,$502.48,$18.39,2,145.7%,8.6,$5.86
IVT,InvenTrust Properties Corp.,N/A,$28.05,3.0%,2.2%,92.0%,"$2,173.45",$123.84,4,70.1%,31.2,$23.35
IVVD,"Invivyd, Inc.",N/A,$0.75,,0.0%,0.0%,$89.85,,0,180.3%,2.7,$0.35
JACK,JACK IN THE BOX INC,Consumer Cyclical,$17.06,10.0%,8.7%,176.0%,$322.08,,,88.4%,58.8,$17.03
JAKK,JAKKS PACIFIC INC,Consumer Cyclical,$20.90,2.0%,0.5%,50.0%,$232.84,$5.06,0,151.0%,35.0,$16.70
JAMF,Jamf Holding Corp.,NaN,$9.26,,0.0%,0.0%,"$1,222.39",,0,131.1%,19.1,$9.25
JANX,"Janux Therapeutics, Inc.",N/A,$22.70,,0.0%,0.0%,"$1,344.46",,0,184.8%,71.7,$22.48
JBGS,JBG SMITH Properties,Real Estate,$18.04,4.0%,4.9%,70.0%,"$1,317.88",,,99.3%,18.7,$13.13
JBI,"Janus International Group, Inc.",N/A,$7.88,,0.0%,0.0%,"$1,104.30",$21.87,0,108.8%,15.2,$5.99
JBLU,JETBLUE AIRWAYS CORP,Industrials,$4.16,,0.0%,0.0%,"$1,452.79",,0,117.0%,8.3,$3.34
JBSS,SANFILIPPO JOHN B & SON INC,Consumer Defensive,$62.84,1.4%,4.7%,310.0%,$737.28,$12.43,1,22.0%,103.5,$58.47
JBTM,JBT Marel Corp,N/A,$120.97,,0.3%,40.0%,"$6,203.51",,,108.8%,138.8,$82.44
JELD,"JELD-WEN Holding, Inc.",Industrials,$3.58,,0.0%,0.0%,$305.37,,0,167.7%,17.7,$3.27
JILL,"J.Jill, Inc.",Consumer Cyclical,$14.51,2.0%,0.4%,29.0%,$221.45,$6.42,0,91.8%,39.6,$13.36
JJSF,J&J SNACK FOODS CORP,Consumer Defensive,$111.84,2.8%,2.4%,308.0%,"$2,174.35",$28.64,1,24.3%,177.7,$109.71
JMSB,"John Marshall Bancorp, Inc.",Financial Services,$17.74,1.0%,0.8%,25.0%,$250.13,$14.11,0,53.7%,26.5,$13.81
JOBY,"Joby Aviation, Inc.",N/A,$8.99,,0.0%,0.0%,"$6,999.49",,0,191.8%,10.7,$4.66
JOE,ST JOE Co,Real Estate,$46.85,1.2%,0.8%,56.0%,"$2,727.72",$35.09,0,107.7%,64.0,$40.07
JOUT,JOHNSON OUTDOORS INC,Consumer Cyclical,$29.53,4.5%,4.3%,132.0%,$304.84,,,67.6%,41.7,$21.33
JRVR,"James River Group Holdings, Ltd.",Financial Services,$5.86,1.0%,9.2%,8.0%,$268.93,,,91.2%,8.9,$2.99
JSPR,"Jasper Therapeutics, Inc.",N/A,$5.23,,0.0%,0.0%,$79.02,,0,272.6%,26.1,$3.13
JXN,Jackson Financial Inc.,N/A,$85.84,3.7%,2.1%,300.0%,"$6,133.71",$73.90,2,141.3%,112.2,$64.08
JYNT,JOINT Corp,Healthcare,$11.05,,0.0%,0.0%,$168.64,,0,136.6%,15.3,$9.58
KAI,KADANT INC,Industrials,$309.38,0.4%,0.4%,130.0%,"$3,641.92",$32.82,0,114.0%,429.1,$276.11
KALU,KAISER ALUMINUM CORP,Basic Materials,$75.30,4.0%,4.1%,308.0%,"$1,215.13",$24.21,1,181.3%,95.9,$46.23
KALV,"KalVista Pharmaceuticals, Inc.",Healthcare,$12.32,,0.0%,0.0%,$612.00,,0,81.8%,15.5,$7.30
KAR,"OPENLANE, Inc.",Consumer Cyclical,$22.11,,0.0%,92.0%,"$2,374.25",$18.51,0,107.4%,24.4,$15.44
KBH,KB HOME,Consumer Cyclical,$50.61,2.0%,1.4%,100.0%,"$3,631.15",$5.80,0,118.2%,88.7,$48.67
KE,"Kimball Electronics, Inc.",Industrials,$18.91,,0.0%,0.0%,$461.28,$25.70,0,112.8%,24.5,$12.41
KELYA,KELLY SERVICES INC,Industrials,$11.54,3.0%,1.9%,30.0%,$406.60,,,82.2%,23.3,$10.74
KFRC,KFORCE INC,Industrials,$40.29,4.0%,3.0%,154.0%,$750.04,$15.77,1,73.5%,69.4,$35.16
KFS,KINGSWAY FINANCIAL SERVICES INC,Consumer Cyclical,$14.00,,0.0%,180.0%,$384.97,,,38.8%,14.3,$7.06
KFY,KORN FERRY,Industrials,$71.08,2.0%,1.2%,159.0%,"$3,670.47",$14.86,0,99.5%,79.6,$59.23
KGS,"Kodiak Gas Services, Inc.",N/A,$34.42,5.0%,1.6%,168.0%,"$3,026.75",$60.45,3,91.5%,49.3,$23.65
KIDS,ORTHOPEDIATRICS CORP,Healthcare,$20.14,,0.0%,0.0%,$499.10,,0,115.5%,36.0,$19.52
KIND,"Nextdoor Holdings, Inc.",N/A,$1.61,,0.0%,0.0%,$615.97,,0,142.5%,3.0,$1.32
KLC,"KinderCare Learning Companies, Inc.",N/A,$9.89,,0.0%,0.0%,"$1,167.83",,0,99.7%,29.9,$9.79
KLG,WK Kellogg Co,N/A,$15.65,4.2%,1.4%,65.0%,"$1,349.15",$23.67,1,-19.3%,22.0,$14.66
KLIC,KULICKE & SOFFA INDUSTRIES INC,Technology,$34.03,2.4%,2.1%,81.0%,"$1,796.27",$83.53,2,134.1%,52.6,$26.47
KLTR,KALTURA INC,N/A,$2.03,,0.0%,0.0%,$311.85,,0,152.2%,2.8,$1.06
KMT,KENNAMETAL INC,Industrials,$22.00,4.0%,3.7%,80.0%,"$1,677.14",$15.43,1,124.6%,31.4,$17.14
KN,Knowles Corp,Technology,$17.08,,0.0%,0.0%,"$1,484.66",,0,137.2%,20.9,$12.19
KNF,Knife River Corp,N/A,$79.07,,0.0%,0.0%,"$4,480.07",$24.81,0,123.1%,108.8,$66.51
KNSA,"Kiniksa Pharmaceuticals International, plc",Healthcare,$27.87,,0.0%,0.0%,"$4,076.16",,0,34.4%,30.7,$17.38
KNTK,Kinetik Holdings Inc.,N/A,$42.87,7.0%,5.6%,309.0%,"$6,774.98",$90.82,1,81.8%,65.6,$36.14
KOD,Kodiak Sciences Inc.,Healthcare,$3.54,,0.0%,0.0%,$186.26,,0,263.5%,11.6,$1.92
KODK,EASTMAN KODAK CO,Industrials,$5.87,,0.0%,50.0%,$473.49,$7.52,0,138.6%,8.2,$4.26
KOP,Koppers Holdings Inc.,Basic Materials,$31.11,1.0%,0.6%,30.0%,$623.31,$24.44,0,116.1%,41.3,$22.93
KOS,Kosmos Energy Ltd.,Energy,$2.17,,0.0%,18.0%,"$1,037.28",,0,118.1%,6.0,$1.39
KREF,KKR Real Estate Finance Trust Inc.,Real Estate,$9.25,11.0%,17.2%,100.0%,$627.21,$55.70,3,84.2%,12.1,$8.13
KRG,KITE REALTY GROUP TRUST,Real Estate,$22.61,4.8%,3.7%,105.0%,"$4,955.76",$363.19,16,92.5%,27.5,$18.52
KRNY,Kearny Financial Corp.,Financial Services,$6.06,7.3%,7.2%,44.0%,$380.04,,,81.6%,8.3,$5.11
KRO,KRONOS WORLDWIDE INC,Basic Materials,$6.15,3.0%,10.2%,20.0%,$700.57,$7.28,0,131.3%,13.6,$5.98
KROS,"Keros Therapeutics, Inc.",Healthcare,$13.58,,0.0%,0.0%,$550.34,$130.66,0,95.2%,72.4,$9.12
KRRO,"Korro Bio, Inc.",N/A,$12.53,,0.0%,0.0%,$117.01,,0,"1,892.8%",98.0,$10.29
KRT,Karat Packaging Inc.,N/A,$26.63,7.0%,2.2%,180.0%,$535.99,$17.74,1,82.9%,32.9,$21.97
KRUS,"KURA SUSHI USA, INC.",Consumer Cyclical,$76.65,,0.0%,0.0%,$930.34,,0,157.9%,110.7,$40.03
KRYS,"Krystal Biotech, Inc.",Healthcare,$132.09,,0.0%,0.0%,"$3,817.23",$30.79,0,91.2%,219.3,$122.80
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,$64.35,3.2%,2.4%,206.0%,"$3,574.82",$15.60,0,87.4%,95.2,$49.62
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",Industrials,$42.32,,0.0%,0.0%,"$6,469.17",$331.75,0,112.6%,44.1,$17.91
KURA,"Kura Oncology, Inc.",Healthcare,$6.06,,0.0%,0.0%,$524.64,,0,133.8%,23.5,$5.41
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate,$6.61,7.0%,13.2%,48.0%,$915.50,,,88.4%,11.6,$5.98
KWR,QUAKER CHEMICAL CORP,Basic Materials,$113.87,1.7%,1.6%,191.0%,"$2,013.47",$21.34,0,156.8%,191.6,$95.46
KYMR,"Kymera Therapeutics, Inc.",N/A,$46.42,,0.0%,0.0%,"$3,024.15",,0,229.0%,53.3,$19.45
KYTX,"Kyverna Therapeutics, Inc.",N/A,$2.89,,0.0%,0.0%,$125.77,,0,140.3%,11.4,$1.78
LAB,STANDARD BIOTOOLS INC.,N/A,$1.08,,0.0%,0.0%,$414.01,,0,134.9%,2.4,$0.92
LADR,Ladder Capital Corp,Real Estate,$10.59,9.0%,8.3%,92.0%,"$1,357.82",$13.13,1,81.6%,11.8,$9.68
LANC,LANCASTER COLONY CORP,Consumer Defensive,$170.60,2.2%,2.0%,375.0%,"$4,659.71",$27.47,1,20.9%,199.5,$155.25
LAND,GLADSTONE LAND Corp,Real Estate,$10.08,5.6%,5.8%,56.0%,$365.10,,3,95.9%,14.7,$8.58
LASR,"NLIGHT, INC.",Technology,$18.70,,0.0%,0.0%,$908.20,,0,175.9%,19.4,$6.20
LAUR,"LAUREATE EDUCATION, INC.",Consumer Defensive,$22.51,,1.7%,70.0%,"$3,346.74",$11.63,0,55.5%,23.6,$13.60
LAW,"CS Disco, Inc.",N/A,$4.08,,0.0%,0.0%,$248.70,,,134.6%,6.6,$3.31
LAZR,"Luminar Technologies, Inc./DE",N/A,$2.89,,0.0%,0.0%,$135.48,,0,232.6%,32.7,$2.78
LBRT,Liberty Energy Inc.,Energy,$13.25,2.0%,1.1%,31.0%,"$2,126.46",$8.36,0,106.7%,24.0,$9.44
LC,LendingClub Corp,Financial Services,$11.23,,0.0%,0.0%,"$1,281.32",$25.25,0,180.5%,18.8,$7.81
LCII,LCI INDUSTRIES,Consumer Cyclical,$88.84,5.2%,4.4%,450.0%,"$2,244.89",$14.41,1,132.1%,125.0,$71.37
LCNB,LCNB CORP,Financial Services,$14.22,6.2%,5.9%,88.0%,$201.74,$12.46,1,35.6%,17.2,$11.74
LCTX,"Lineage Cell Therapeutics, Inc.",Healthcare,$0.90,,0.0%,0.0%,$208.97,,0,77.2%,1.2,$0.37
LCUT,"LIFETIME BRANDS, INC",Consumer Cyclical,$3.78,4.0%,4.7%,17.0%,$84.72,,,96.8%,9.3,$2.89
LE,"LANDS' END, INC.",Consumer Cyclical,$9.18,,0.0%,0.0%,$279.74,$63.39,0,120.9%,19.9,$7.65
LEGH,Legacy Housing Corp,Consumer Cyclical,$21.62,,0.0%,0.0%,$521.19,$9.18,0,73.2%,29.3,$21.58
LENZ,"LENZ Therapeutics, Inc.",N/A,$29.51,,0.0%,0.0%,$845.23,,0,179.5%,38.9,$16.28
LESL,"Leslie's, Inc.",N/A,$0.47,,0.0%,0.0%,$87.11,,0,130.6%,4.5,$0.45
LEU,CENTRUS ENERGY CORP,Energy,$188.92,,0.0%,"13,800.0%","$3,083.06",$42.12,,139.2%,182.4,$33.51
LFCR,"LIFECORE BIOMEDICAL, INC. \DE\",N/A,$6.71,,0.0%,0.0%,$248.44,,0,106.5%,8.0,$3.68
LFMD,"LifeMD, Inc.",N/A,$15.45,,0.0%,0.0%,$684.44,,,207.3%,15.3,$3.99
LFST,"LifeStance Health Group, Inc.",N/A,$4.93,,0.0%,0.0%,"$1,917.16",,0,123.4%,8.6,$4.64
LGFA,LIONS GATE ENTERTAINMENT CORP /CN/,N/A,$8.60,,0.0%,27.0%,"$1,844.39",,,108.5%,NaN,NaN
LGFB,LIONS GATE ENTERTAINMENT CORP /CN/,N/A,$7.69,,0.0%,18.0%,"$1,844.39",,,106.6%,NaN,NaN
LGIH,"LGI Homes, Inc.",Consumer Cyclical,$47.32,,0.0%,0.0%,"$1,107.97",$6.05,0,161.8%,125.8,$47.17
LGND,LIGAND PHARMACEUTICALS INC,Healthcare,$114.63,,0.0%,46.0%,"$2,211.88",,0,134.8%,129.9,$77.53
LGTY,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC",N/A,$14.30,3.0%,2.9%,44.0%,$481.42,$150.07,5,76.3%,NaN,NaN
LIF,"Life360, Inc.",N/A,$61.59,,0.0%,0.0%,"$4,796.06",$499.59,0,201.7%,65.8,$28.94
LILA,Liberty Latin America Ltd.,Communication Services,$5.56,,0.0%,0.0%,"$1,111.44",,,98.0%,10.8,$4.25
LILAK,Liberty Latin America Ltd.,Communication Services,$5.68,,0.0%,0.0%,"$1,111.44",,,103.1%,10.9,$4.23
LINC,LINCOLN EDUCATIONAL SERVICES CORP,Consumer Defensive,$22.53,,0.0%,18.0%,$711.79,$59.07,0,99.1%,24.2,$10.31
LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",Consumer Cyclical,$10.86,,0.0%,0.0%,$594.13,,0,233.9%,14.3,$6.76
LIVN,LivaNova PLC,Healthcare,$45.33,,0.0%,0.0%,"$2,462.93",,0,106.1%,57.4,$32.48
LKFN,LAKELAND FINANCIAL CORP,Financial Services,$58.34,3.4%,2.8%,196.0%,"$1,493.03",$16.56,1,71.4%,77.3,$50.00
LMAT,LEMAITRE VASCULAR INC,Healthcare,$81.77,1.0%,0.7%,72.0%,"$1,845.73",$40.87,0,62.3%,109.1,$71.25
LMB,"Limbach Holdings, Inc.",Industrials,$137.92,,0.0%,0.0%,"$1,602.11",$47.82,0,135.9%,143.6,$48.17
LMND,"Lemonade, Inc.",N/A,$40.90,,0.0%,0.0%,"$2,967.28",,0,211.7%,53.9,$14.90
LMNR,Limoneira CO,Consumer Defensive,$14.90,2.0%,1.9%,30.0%,$268.87,,,54.3%,29.0,$14.64
LNKB,"LINKBANCORP, Inc.",Financial Services,$6.81,4.0%,2.4%,30.0%,$254.97,$7.12,0,14.3%,7.8,$5.61
LNN,LINDSAY CORP,Industrials,$134.64,1.1%,1.0%,144.0%,"$1,465.22",$19.06,0,76.5%,144.1,$108.05
LNTH,"Lantheus Holdings, Inc.",Healthcare,$79.00,,0.0%,0.0%,"$5,464.99",$21.49,0,68.9%,126.9,$73.11
LNZA,"LanzaTech Global, Inc.",N/A,$0.27,,0.0%,0.0%,$62.35,,0,150.2%,2.7,$0.14
LOB,"Live Oak Bancshares, Inc.",Financial Services,$27.99,,0.4%,12.0%,"$1,275.66",$21.40,0,141.7%,50.4,$22.66
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Cyclical,$10.28,,2.9%,150.0%,$309.24,$12.25,0,85.1%,14.3,$8.29
LOVE,Lovesac Co,Consumer Cyclical,$18.02,,0.0%,0.0%,$262.03,$19.16,0,199.6%,39.5,$12.12
LPG,DORIAN LPG LTD.,Energy,$25.74,12.0%,14.7%,320.0%,"$1,098.18",$12.18,2,92.6%,39.2,$16.31
LPRO,Open Lending Corp,N/A,$2.10,,0.0%,0.0%,$251.55,,0,207.5%,6.9,$0.70
LQDA,Liquidia Corp,Healthcare,$13.63,,0.0%,0.0%,"$1,161.76",,0,111.1%,19.4,$8.26
LQDT,LIQUIDITY SERVICES INC,Consumer Cyclical,$23.28,,0.0%,0.0%,$728.07,$28.85,0,78.4%,39.7,$18.94
LRMR,"Larimar Therapeutics, Inc.",N/A,$2.75,,0.0%,0.0%,$175.44,,0,132.3%,11.2,$1.61
LRN,"Stride, Inc.",Consumer Defensive,$144.88,,0.0%,0.0%,"$6,305.65",$21.06,0,17.6%,162.3,$63.25
